Business
https://www.capitalone.com/
https://www.chase.com/
https://www.hdfcbank.com/
https://www.paypal.com/us/home
https://www.wellsfargo.com/

Health
https://www.cdc.gov/
https://www.mayoclinic.org/
https://www.nih.gov/
https://www.webmd.com/
https://www.who.int/

News
https://www.cnn.com/
https://www.indiatimes.com/
https://news.google.com/
https://www.nytimes.com/
https://www.washingtonpost.com/

Shopping
https://www.amazon.com/
https://www.bestbuy.com/
https://www.ebay.com/
https://www.target.com/
https://www.walmart.com/

Travel
https://www.agoda.com/
https://www.booking.com/
https://www.expedia.com/
https://www.kayak.com/
https://www.tripadvisor.com/
